ori,agency,period,offense,count
MDBPD0000,Baltimore PD,2021-09,homicide,32
MDBPD0000,Baltimore PD,2022-09,homicide,16
MDBPD0000,Baltimore PD,2023-09,homicide,21
MDBPD0000,Baltimore PD,2024-09,homicide,18
MDBPD0000,Baltimore PD,2010-10,homicide,21
MDBPD0000,Baltimore PD,2011-10,homicide,17
MDBPD0000,Baltimore PD,2012-10,homicide,16
MDBPD0000,Baltimore PD,2013-10,homicide,19
MDBPD0000,Baltimore PD,2014-10,homicide,20
MDBPD0000,Baltimore PD,2015-10,homicide,34
MDBPD0000,Baltimore PD,2016-10,homicide,30
MDBPD0000,Baltimore PD,2017-10,homicide,31
MDBPD0000,Baltimore PD,2018-10,homicide,34
MDBPD0000,Baltimore PD,2019-10,homicide,29
MDBPD0000,Baltimore PD,2020-10,homicide,31
MDBPD0000,Baltimore PD,2021-10,homicide,26
MDBPD0000,Baltimore PD,2022-10,homicide,25
MDBPD0000,Baltimore PD,2023-10,homicide,17
MDBPD0000,Baltimore PD,2024-10,homicide,15
MDBPD0000,Baltimore PD,2010-11,homicide,19
MDBPD0000,Baltimore PD,2011-11,homicide,10
MDBPD0000,Baltimore PD,2012-11,homicide,20
MDBPD0000,Baltimore PD,2013-11,homicide,21
MDBPD0000,Baltimore PD,2014-11,homicide,13
MDBPD0000,Baltimore PD,2015-11,homicide,27
MDBPD0000,Baltimore PD,2016-11,homicide,30
MDBPD0000,Baltimore PD,2017-11,homicide,23
MDBPD0000,Baltimore PD,2018-11,homicide,19
MDBPD0000,Baltimore PD,2019-11,homicide,28
MDBPD0000,Baltimore PD,2020-11,homicide,23
MDBPD0000,Baltimore PD,2021-11,homicide,30
MDBPD0000,Baltimore PD,2022-11,homicide,24
MDBPD0000,Baltimore PD,2023-11,homicide,12
MDBPD0000,Baltimore PD,2024-11,homicide,17
MDBPD0000,Baltimore PD,2010-12,homicide,20
MDBPD0000,Baltimore PD,2011-12,homicide,12
MDBPD0000,Baltimore PD,2012-12,homicide,15
MDBPD0000,Baltimore PD,2013-12,homicide,19
MDBPD0000,Baltimore PD,2014-12,homicide,15
MDBPD0000,Baltimore PD,2015-12,homicide,33
MDBPD0000,Baltimore PD,2016-12,homicide,28
MDBPD0000,Baltimore PD,2017-12,homicide,22
MDBPD0000,Baltimore PD,2018-12,homicide,28
MDBPD0000,Baltimore PD,2019-12,homicide,35
MDBPD0000,Baltimore PD,2020-12,homicide,34
MDBPD0000,Baltimore PD,2021-12,homicide,28
MDBPD0000,Baltimore PD,2022-12,homicide,27
MDBPD0000,Baltimore PD,2023-12,homicide,17
MDBPD0000,Baltimore PD,2024-12,homicide,15
ILCPD0000,Chicago PD,2010-01,aggravated-assault,889
ILCPD0000,Chicago PD,2011-01,aggravated-assault,809
ILCPD0000,Chicago PD,2012-01,aggravated-assault,752
ILCPD0000,Chicago PD,2013-01,aggravated-assault,867
ILCPD0000,Chicago PD,2014-01,aggravated-assault,652
ILCPD0000,Chicago PD,2015-01,aggravated-assault,807
ILCPD0000,Chicago PD,2016-01,aggravated-assault,1022
ILCPD0000,Chicago PD,2017-01,aggravated-assault,1059
ILCPD0000,Chicago PD,2018-01,aggravated-assault,991
ILCPD0000,Chicago PD,2019-01,aggravated-assault,1018
ILCPD0000,Chicago PD,2020-01,aggravated-assault,1032
ILCPD0000,Chicago PD,2021-01,aggravated-assault,
ILCPD0000,Chicago PD,2022-01,aggravated-assault,221
ILCPD0000,Chicago PD,2023-01,aggravated-assault,242
ILCPD0000,Chicago PD,2024-01,aggravated-assault,194
ILCPD0000,Chicago PD,2010-02,aggravated-assault,810
ILCPD0000,Chicago PD,2011-02,aggravated-assault,654
ILCPD0000,Chicago PD,2012-02,aggravated-assault,694
ILCPD0000,Chicago PD,2013-02,aggravated-assault,711
ILCPD0000,Chicago PD,2014-02,aggravated-assault,602
ILCPD0000,Chicago PD,2015-02,aggravated-assault,639
ILCPD0000,Chicago PD,2016-02,aggravated-assault,934
ILCPD0000,Chicago PD,2017-02,aggravated-assault,993
ILCPD0000,Chicago PD,2018-02,aggravated-assault,911
ILCPD0000,Chicago PD,2019-02,aggravated-assault,936
ILCPD0000,Chicago PD,2020-02,aggravated-assault,941
ILCPD0000,Chicago PD,2021-02,aggravated-assault,
ILCPD0000,Chicago PD,2022-02,aggravated-assault,176
ILCPD0000,Chicago PD,2023-02,aggravated-assault,177
ILCPD0000,Chicago PD,2024-02,aggravated-assault,215
ILCPD0000,Chicago PD,2010-03,aggravated-assault,1191
ILCPD0000,Chicago PD,2011-03,aggravated-assault,970
ILCPD0000,Chicago PD,2012-03,aggravated-assault,1086
ILCPD0000,Chicago PD,2013-03,aggravated-assault,950
ILCPD0000,Chicago PD,2014-03,aggravated-assault,809
ILCPD0000,Chicago PD,2015-03,aggravated-assault,971
ILCPD0000,Chicago PD,2016-03,aggravated-assault,1288
ILCPD0000,Chicago PD,2017-03,aggravated-assault,1064
ILCPD0000,Chicago PD,2018-03,aggravated-assault,1133
ILCPD0000,Chicago PD,2019-03,aggravated-assault,1169
ILCPD0000,Chicago PD,2020-03,aggravated-assault,1105
ILCPD0000,Chicago PD,2021-03,aggravated-assault,
ILCPD0000,Chicago PD,2022-03,aggravated-assault,238
ILCPD0000,Chicago PD,2023-03,aggravated-assault,215
ILCPD0000,Chicago PD,2024-03,aggravated-assault,237
ILCPD0000,Chicago PD,2010-04,aggravated-assault,1317
ILCPD0000,Chicago PD,2011-04,aggravated-assault,1109
ILCPD0000,Chicago PD,2012-04,aggravated-assault,949
ILCPD0000,Chicago PD,2013-04,aggravated-assault,991
ILCPD0000,Chicago PD,2014-04,aggravated-assault,1039
ILCPD0000,Chicago PD,2015-04,aggravated-assault,1119
ILCPD0000,Chicago PD,2016-04,aggravated-assault,1213
ILCPD0000,Chicago PD,2017-04,aggravated-assault,1363
ILCPD0000,Chicago PD,2018-04,aggravated-assault,1189
ILCPD0000,Chicago PD,2019-04,aggravated-assault,1215
ILCPD0000,Chicago PD,2020-04,aggravated-assault,1017
ILCPD0000,Chicago PD,2021-04,aggravated-assault,
ILCPD0000,Chicago PD,2022-04,aggravated-assault,233
ILCPD0000,Chicago PD,2023-04,aggravated-assault,306
ILCPD0000,Chicago PD,2024-04,aggravated-assault,272
ILCPD0000,Chicago PD,2010-05,aggravated-assault,1344
ILCPD0000,Chicago PD,2011-05,aggravated-assault,1191
ILCPD0000,Chicago PD,2012-05,aggravated-assault,1184
ILCPD0000,Chicago PD,2013-05,aggravated-assault,1183
ILCPD0000,Chicago PD,2014-05,aggravated-assault,1263
ILCPD0000,Chicago PD,2015-05,aggravated-assault,1373
ILCPD0000,Chicago PD,2016-05,aggravated-assault,1531
ILCPD0000,Chicago PD,2017-05,aggravated-assault,1481
ILCPD0000,Chicago PD,2018-05,aggravated-assault,1584
ILCPD0000,Chicago PD,2019-05,aggravated-assault,1457
ILCPD0000,Chicago PD,2020-05,aggravated-assault,1471
ILCPD0000,Chicago PD,2021-05,aggravated-assault,
ILCPD0000,Chicago PD,2022-05,aggravated-assault,328
ILCPD0000,Chicago PD,2023-05,aggravated-assault,306
ILCPD0000,Chicago PD,2024-05,aggravated-assault,350
ILCPD0000,Chicago PD,2010-06,aggravated-assault,1377
ILCPD0000,Chicago PD,2011-06,aggravated-assault,1257
ILCPD0000,Chicago PD,2012-06,aggravated-assault,1277
ILCPD0000,Chicago PD,2013-06,aggravated-assault,1255
ILCPD0000,Chicago PD,2014-06,aggravated-assault,1296
ILCPD0000,Chicago PD,2015-06,aggravated-assault,1181
ILCPD0000,Chicago PD,2016-06,aggravated-assault,1517
ILCPD0000,Chicago PD,2017-06,aggravated-assault,1527
ILCPD0000,Chicago PD,2018-06,aggravated-assault,1467
ILCPD0000,Chicago PD,2019-06,aggravated-assault,1543
ILCPD0000,Chicago PD,2020-06,aggravated-assault,1882
ILCPD0000,Chicago PD,2021-06,aggravated-assault,1
ILCPD0000,Chicago PD,2022-06,aggravated-assault,309
ILCPD0000,Chicago PD,2023-06,aggravated-assault,334
ILCPD0000,Chicago PD,2024-06,aggravated-assault,351
ILCPD0000,Chicago PD,2010-07,aggravated-assault,1425
ILCPD0000,Chicago PD,2011-07,aggravated-assault,1396
ILCPD0000,Chicago PD,2012-07,aggravated-assault,1341
ILCPD0000,Chicago PD,2013-07,aggravated-assault,1244
ILCPD0000,Chicago PD,2014-07,aggravated-assault,1388
ILCPD0000,Chicago PD,2015-07,aggravated-assault,1420
ILCPD0000,Chicago PD,2016-07,aggravated-assault,1586
ILCPD0000,Chicago PD,2017-07,aggravated-assault,1601
ILCPD0000,Chicago PD,2018-07,aggravated-assault,1615
ILCPD0000,Chicago PD,2019-07,aggravated-assault,1675
ILCPD0000,Chicago PD,2020-07,aggravated-assault,1824
ILCPD0000,Chicago PD,2021-07,aggravated-assault,447
ILCPD0000,Chicago PD,2022-07,aggravated-assault,414
ILCPD0000,Chicago PD,2023-07,aggravated-assault,347
ILCPD0000,Chicago PD,2024-07,aggravated-assault,375
ILCPD0000,Chicago PD,2010-08,aggravated-assault,1390
ILCPD0000,Chicago PD,2011-08,aggravated-assault,1169
ILCPD0000,Chicago PD,2012-08,aggravated-assault,1223
ILCPD0000,Chicago PD,2013-08,aggravated-assault,1256
ILCPD0000,Chicago PD,2014-08,aggravated-assault,1299
ILCPD0000,Chicago PD,2015-08,aggravated-assault,1323
ILCPD0000,Chicago PD,2016-08,aggravated-assault,1601
ILCPD0000,Chicago PD,2017-08,aggravated-assault,1437
ILCPD0000,Chicago PD,2018-08,aggravated-assault,1547
ILCPD0000,Chicago PD,2019-08,aggravated-assault,1475
ILCPD0000,Chicago PD,2020-08,aggravated-assault,1848
ILCPD0000,Chicago PD,2021-08,aggravated-assault,388
ILCPD0000,Chicago PD,2022-08,aggravated-assault,369
ILCPD0000,Chicago PD,2023-08,aggravated-assault,321
ILCPD0000,Chicago PD,2024-08,aggravated-assault,305
ILCPD0000,Chicago PD,2010-09,aggravated-assault,1179
ILCPD0000,Chicago PD,2011-09,aggravated-assault,1027
ILCPD0000,Chicago PD,2012-09,aggravated-assault,1053
ILCPD0000,Chicago PD,2013-09,aggravated-assault,1084
ILCPD0000,Chicago PD,2014-09,aggravated-assault,1179
ILCPD0000,Chicago PD,2015-09,aggravated-assault,1181
ILCPD0000,Chicago PD,2016-09,aggravated-assault,1412
ILCPD0000,Chicago PD,2017-09,aggravated-assault,1440
ILCPD0000,Chicago PD,2018-09,aggravated-assault,1371
ILCPD0000,Chicago PD,2019-09,aggravated-assault,1296
ILCPD0000,Chicago PD,2020-09,aggravated-assault,1489
ILCPD0000,Chicago PD,2021-09,aggravated-assault,391
ILCPD0000,Chicago PD,2022-09,aggravated-assault,346
ILCPD0000,Chicago PD,2023-09,aggravated-assault,331
ILCPD0000,Chicago PD,2024-09,aggravated-assault,313
ILCPD0000,Chicago PD,2010-10,aggravated-assault,1165
ILCPD0000,Chicago PD,2011-10,aggravated-assault,1116
ILCPD0000,Chicago PD,2012-10,aggravated-assault,997
ILCPD0000,Chicago PD,2013-10,aggravated-assault,971
ILCPD0000,Chicago PD,2014-10,aggravated-assault,1149
ILCPD0000,Chicago PD,2015-10,aggravated-assault,1142
ILCPD0000,Chicago PD,2016-10,aggravated-assault,1475
ILCPD0000,Chicago PD,2017-10,aggravated-assault,1299
ILCPD0000,Chicago PD,2018-10,aggravated-assault,1322
ILCPD0000,Chicago PD,2019-10,aggravated-assault,1234
ILCPD0000,Chicago PD,2020-10,aggravated-assault,1626
ILCPD0000,Chicago PD,2021-10,aggravated-assault,351
ILCPD0000,Chicago PD,2022-10,aggravated-assault,271
ILCPD0000,Chicago PD,2023-10,aggravated-assault,293
ILCPD0000,Chicago PD,2024-10,aggravated-assault,281
ILCPD0000,Chicago PD,2010-11,aggravated-assault,918
ILCPD0000,Chicago PD,2011-11,aggravated-assault,860
ILCPD0000,Chicago PD,2012-11,aggravated-assault,869
ILCPD0000,Chicago PD,2013-11,aggravated-assault,772
ILCPD0000,Chicago PD,2014-11,aggravated-assault,869
ILCPD0000,Chicago PD,2015-11,aggravated-assault,945
ILCPD0000,Chicago PD,2016-11,aggravated-assault,1230
ILCPD0000,Chicago PD,2017-11,aggravated-assault,1130
ILCPD0000,Chicago PD,2018-11,aggravated-assault,1072
ILCPD0000,Chicago PD,2019-11,aggravated-assault,1089
ILCPD0000,Chicago PD,2020-11,aggravated-assault,1226
ILCPD0000,Chicago PD,2021-11,aggravated-assault,276
ILCPD0000,Chicago PD,2022-11,aggravated-assault,254
ILCPD0000,Chicago PD,2023-11,aggravated-assault,249
ILCPD0000,Chicago PD,2024-11,aggravated-assault,248
ILCPD0000,Chicago PD,2010-12,aggravated-assault,752
ILCPD0000,Chicago PD,2011-12,aggravated-assault,850
ILCPD0000,Chicago PD,2012-12,aggravated-assault,847
ILCPD0000,Chicago PD,2013-12,aggravated-assault,824
ILCPD0000,Chicago PD,2014-12,aggravated-assault,985
ILCPD0000,Chicago PD,2015-12,aggravated-assault,993
ILCPD0000,Chicago PD,2016-12,aggravated-assault,994
ILCPD0000,Chicago PD,2017-12,aggravated-assault,1041
ILCPD0000,Chicago PD,2018-12,aggravated-assault,1113
ILCPD0000,Chicago PD,2019-12,aggravated-assault,1176
ILCPD0000,Chicago PD,2020-12,aggravated-assault,1136
ILCPD0000,Chicago PD,2021-12,aggravated-assault,270
ILCPD0000,Chicago PD,2022-12,aggravated-assault,236
ILCPD0000,Chicago PD,2023-12,aggravated-assault,248
ILCPD0000,Chicago PD,2024-12,aggravated-assault,245
ILCPD0000,Chicago PD,2010-01,robbery,1219
ILCPD0000,Chicago PD,2011-01,robbery,1101
ILCPD0000,Chicago PD,2012-01,robbery,1011
ILCPD0000,Chicago PD,2013-01,robbery,1094
ILCPD0000,Chicago PD,2014-01,robbery,798
ILCPD0000,Chicago PD,2015-01,robbery,798
ILCPD0000,Chicago PD,2016-01,robbery,1041
ILCPD0000,Chicago PD,2017-01,robbery,1074
ILCPD0000,Chicago PD,2018-01,robbery,898
ILCPD0000,Chicago PD,2019-01,robbery,658
ILCPD0000,Chicago PD,2020-01,robbery,725
ILCPD0000,Chicago PD,2021-01,robbery,
ILCPD0000,Chicago PD,2022-01,robbery,682
ILCPD0000,Chicago PD,2023-01,robbery,881
ILCPD0000,Chicago PD,2024-01,robbery,729
ILCPD0000,Chicago PD,2010-02,robbery,722
ILCPD0000,Chicago PD,2011-02,robbery,757
ILCPD0000,Chicago PD,2012-02,robbery,693
ILCPD0000,Chicago PD,2013-02,robbery,731
ILCPD0000,Chicago PD,2014-02,robbery,556
ILCPD0000,Chicago PD,2015-02,robbery,456
ILCPD0000,Chicago PD,2016-02,robbery,702
ILCPD0000,Chicago PD,2017-02,robbery,788
ILCPD0000,Chicago PD,2018-02,robbery,636
ILCPD0000,Chicago PD,2019-02,robbery,497
ILCPD0000,Chicago PD,2020-02,robbery,637
ILCPD0000,Chicago PD,2021-02,robbery,
ILCPD0000,Chicago PD,2022-02,robbery,629
ILCPD0000,Chicago PD,2023-02,robbery,565
ILCPD0000,Chicago PD,2024-02,robbery,674
ILCPD0000,Chicago PD,2010-03,robbery,1003
ILCPD0000,Chicago PD,2011-03,robbery,950
ILCPD0000,Chicago PD,2012-03,robbery,846
ILCPD0000,Chicago PD,2013-03,robbery,772
ILCPD0000,Chicago PD,2014-03,robbery,624
ILCPD0000,Chicago PD,2015-03,robbery,617
ILCPD0000,Chicago PD,2016-03,robbery,785
ILCPD0000,Chicago PD,2017-03,robbery,783
ILCPD0000,Chicago PD,2018-03,robbery,738
ILCPD0000,Chicago PD,2019-03,robbery,509
ILCPD0000,Chicago PD,2020-03,robbery,494
ILCPD0000,Chicago PD,2021-03,robbery,
ILCPD0000,Chicago PD,2022-03,robbery,583
ILCPD0000,Chicago PD,2023-03,robbery,671
ILCPD0000,Chicago PD,2024-03,robbery,727
ILCPD0000,Chicago PD,2010-04,robbery,1122
ILCPD0000,Chicago PD,2011-04,robbery,1002
ILCPD0000,Chicago PD,2012-04,robbery,972
ILCPD0000,Chicago PD,2013-04,robbery,850
ILCPD0000,Chicago PD,2014-04,robbery,726
ILCPD0000,Chicago PD,2015-04,robbery,678
ILCPD0000,Chicago PD,2016-04,robbery,771
ILCPD0000,Chicago PD,2017-04,robbery,851
ILCPD0000,Chicago PD,2018-04,robbery,693
ILCPD0000,Chicago PD,2019-04,robbery,599
ILCPD0000,Chicago PD,2020-04,robbery,456
ILCPD0000,Chicago PD,2021-04,robbery,
ILCPD0000,Chicago PD,2022-04,robbery,604
ILCPD0000,Chicago PD,2023-04,robbery,735
ILCPD0000,Chicago PD,2024-04,robbery,715
ILCPD0000,Chicago PD,2010-05,robbery,1187
ILCPD0000,Chicago PD,2011-05,robbery,1245
ILCPD0000,Chicago PD,2012-05,robbery,1267
ILCPD0000,Chicago PD,2013-05,robbery,977
ILCPD0000,Chicago PD,2014-05,robbery,835
ILCPD0000,Chicago PD,2015-05,robbery,731
ILCPD0000,Chicago PD,2016-05,robbery,961
ILCPD0000,Chicago PD,2017-05,robbery,903
ILCPD0000,Chicago PD,2018-05,robbery,802
ILCPD0000,Chicago PD,2019-05,robbery,632
ILCPD0000,Chicago PD,2020-05,robbery,599
ILCPD0000,Chicago PD,2021-05,robbery,
ILCPD0000,Chicago PD,2022-05,robbery,669
ILCPD0000,Chicago PD,2023-05,robbery,758
ILCPD0000,Chicago PD,2024-05,robbery,772
ILCPD0000,Chicago PD,2010-06,robbery,1224
ILCPD0000,Chicago PD,2011-06,robbery,1174
ILCPD0000,Chicago PD,2012-06,robbery,1283
ILCPD0000,Chicago PD,2013-06,robbery,991
ILCPD0000,Chicago PD,2014-06,robbery,861
ILCPD0000,Chicago PD,2015-06,robbery,768
ILCPD0000,Chicago PD,2016-06,robbery,905
ILCPD0000,Chicago PD,2017-06,robbery,983
ILCPD0000,Chicago PD,2018-06,robbery,859
ILCPD0000,Chicago PD,2019-06,robbery,767
ILCPD0000,Chicago PD,2020-06,robbery,575
ILCPD0000,Chicago PD,2021-06,robbery,0
ILCPD0000,Chicago PD,2022-06,robbery,729
ILCPD0000,Chicago PD,2023-06,robbery,766
ILCPD0000,Chicago PD,2024-06,robbery,812
ILCPD0000,Chicago PD,2010-07,robbery,1317
ILCPD0000,Chicago PD,2011-07,robbery,1278
ILCPD0000,Chicago PD,2012-07,robbery,1329
ILCPD0000,Chicago PD,2013-07,robbery,1224
ILCPD0000,Chicago PD,2014-07,robbery,925
ILCPD0000,Chicago PD,2015-07,robbery,916
ILCPD0000,Chicago PD,2016-07,robbery,1128
ILCPD0000,Chicago PD,2017-07,robbery,1005
ILCPD0000,Chicago PD,2018-07,robbery,876
ILCPD0000,Chicago PD,2019-07,robbery,776
ILCPD0000,Chicago PD,2020-07,robbery,734
ILCPD0000,Chicago PD,2021-07,robbery,699
ILCPD0000,Chicago PD,2022-07,robbery,781
ILCPD0000,Chicago PD,2023-07,robbery,984
ILCPD0000,Chicago PD,2024-07,robbery,875
ILCPD0000,Chicago PD,2010-08,robbery,1308
ILCPD0000,Chicago PD,2011-08,robbery,1329
ILCPD0000,Chicago PD,2012-08,robbery,1271
ILCPD0000,Chicago PD,2013-08,robbery,1112
ILCPD0000,Chicago PD,2014-08,robbery,884
ILCPD0000,Chicago PD,2015-08,robbery,931
ILCPD0000,Chicago PD,2016-08,robbery,1238
ILCPD0000,Chicago PD,2017-08,robbery,1175
ILCPD0000,Chicago PD,2018-08,robbery,942
ILCPD0000,Chicago PD,2019-08,robbery,769
ILCPD0000,Chicago PD,2020-08,robbery,820
ILCPD0000,Chicago PD,2021-08,robbery,623
ILCPD0000,Chicago PD,2022-08,robbery,753
ILCPD0000,Chicago PD,2023-08,robbery,1192
ILCPD0000,Chicago PD,2024-08,robbery,751
ILCPD0000,Chicago PD,2010-09,robbery,1245
ILCPD0000,Chicago PD,2011-09,robbery,1277
ILCPD0000,Chicago PD,2012-09,robbery,1169
ILCPD0000,Chicago PD,2013-09,robbery,1077
ILCPD0000,Chicago PD,2014-09,robbery,872
ILCPD0000,Chicago PD,2015-09,robbery,931
ILCPD0000,Chicago PD,2016-09,robbery,1028
ILCPD0000,Chicago PD,2017-09,robbery,1005
ILCPD0000,Chicago PD,2018-09,robbery,768
ILCPD0000,Chicago PD,2019-09,robbery,690
ILCPD0000,Chicago PD,2020-09,robbery,743
ILCPD0000,Chicago PD,2021-09,robbery,752
ILCPD0000,Chicago PD,2022-09,robbery,852
ILCPD0000,Chicago PD,2023-09,robbery,1133
ILCPD0000,Chicago PD,2024-09,robbery,761
ILCPD0000,Chicago PD,2010-10,robbery,1452
ILCPD0000,Chicago PD,2011-10,robbery,1398
ILCPD0000,Chicago PD,2012-10,robbery,1228
ILCPD0000,Chicago PD,2013-10,robbery,995
ILCPD0000,Chicago PD,2014-10,robbery,959
ILCPD0000,Chicago PD,2015-10,robbery,956
ILCPD0000,Chicago PD,2016-10,robbery,1149
ILCPD0000,Chicago PD,2017-10,robbery,1117
ILCPD0000,Chicago PD,2018-10,robbery,837
ILCPD0000,Chicago PD,2019-10,robbery,686
ILCPD0000,Chicago PD,2020-10,robbery,757
ILCPD0000,Chicago PD,2021-10,robbery,852
ILCPD0000,Chicago PD,2022-10,robbery,947
ILCPD0000,Chicago PD,2023-10,robbery,1190
ILCPD0000,Chicago PD,2024-10,robbery,707
ILCPD0000,Chicago PD,2010-11,robbery,1253
ILCPD0000,Chicago PD,2011-11,robbery,1220
ILCPD0000,Chicago PD,2012-11,robbery,1210
ILCPD0000,Chicago PD,2013-11,robbery,927
ILCPD0000,Chicago PD,2014-11,robbery,795
ILCPD0000,Chicago PD,2015-11,robbery,819
ILCPD0000,Chicago PD,2016-11,robbery,1163
ILCPD0000,Chicago PD,2017-11,robbery,1127
ILCPD0000,Chicago PD,2018-11,robbery,787
ILCPD0000,Chicago PD,2019-11,robbery,666
ILCPD0000,Chicago PD,2020-11,robbery,759
ILCPD0000,Chicago PD,2021-11,robbery,787
ILCPD0000,Chicago PD,2022-11,robbery,832
ILCPD0000,Chicago PD,2023-11,robbery,989
ILCPD0000,Chicago PD,2024-11,robbery,693
ILCPD0000,Chicago PD,2010-12,robbery,1161
ILCPD0000,Chicago PD,2011-12,robbery,1244
ILCPD0000,Chicago PD,2012-12,robbery,1197
ILCPD0000,Chicago PD,2013-12,robbery,1076
ILCPD0000,Chicago PD,2014-12,robbery,965
ILCPD0000,Chicago PD,2015-12,robbery,1040
ILCPD0000,Chicago PD,2016-12,robbery,1089
ILCPD0000,Chicago PD,2017-12,robbery,1076
ILCPD0000,Chicago PD,2018-12,robbery,845
ILCPD0000,Chicago PD,2019-12,robbery,741
ILCPD0000,Chicago PD,2020-12,robbery,570
ILCPD0000,Chicago PD,2021-12,robbery,894
ILCPD0000,Chicago PD,2022-12,robbery,887
ILCPD0000,Chicago PD,2023-12,robbery,976
ILCPD0000,Chicago PD,2024-12,robbery,631
ILCPD0000,Chicago PD,2010-01,homicide,20
ILCPD0000,Chicago PD,2011-01,homicide,28
ILCPD0000,Chicago PD,2012-01,homicide,37
ILCPD0000,Chicago PD,2013-01,homicide,41
ILCPD0000,Chicago PD,2014-01,homicide,21
ILCPD0000,Chicago PD,2015-01,homicide,31
ILCPD0000,Chicago PD,2016-01,homicide,52
ILCPD0000,Chicago PD,2017-01,homicide,52
ILCPD0000,Chicago PD,2018-01,homicide,40
ILCPD0000,Chicago PD,2019-01,homicide,23
ILCPD0000,Chicago PD,2020-01,homicide,35
ILCPD0000,Chicago PD,2021-01,homicide,
ILCPD0000,Chicago PD,2022-01,homicide,47
ILCPD0000,Chicago PD,2023-01,homicide,37
ILCPD0000,Chicago PD,2024-01,homicide,28
ILCPD0000,Chicago PD,2010-02,homicide,23
ILCPD0000,Chicago PD,2011-02,homicide,24
ILCPD0000,Chicago PD,2012-02,homicide,28
ILCPD0000,Chicago PD,2013-02,homicide,13
ILCPD0000,Chicago PD,2014-02,homicide,20
ILCPD0000,Chicago PD,2015-02,homicide,17
ILCPD0000,Chicago PD,2016-02,homicide,46
ILCPD0000,Chicago PD,2017-02,homicide,49
ILCPD0000,Chicago PD,2018-02,homicide,41
ILCPD0000,Chicago PD,2019-02,homicide,24
ILCPD0000,Chicago PD,2020-02,homicide,35
ILCPD0000,Chicago PD,2021-02,homicide,
ILCPD0000,Chicago PD,2022-02,homicide,35
ILCPD0000,Chicago PD,2023-02,homicide,34
ILCPD0000,Chicago PD,2024-02,homicide,29
ILCPD0000,Chicago PD,2010-03,homicide,31
ILCPD0000,Chicago PD,2011-03,homicide,20
ILCPD0000,Chicago PD,2012-03,homicide,52
ILCPD0000,Chicago PD,2013-03,homicide,18
ILCPD0000,Chicago PD,2014-03,homicide,22
ILCPD0000,Chicago PD,2015-03,homicide,35
ILCPD0000,Chicago PD,2016-03,homicide,47
ILCPD0000,Chicago PD,2017-03,homicide,39
ILCPD0000,Chicago PD,2018-03,homicide,29
ILCPD0000,Chicago PD,2019-03,homicide,35
ILCPD0000,Chicago PD,2020-03,homicide,28
ILCPD0000,Chicago PD,2021-03,homicide,
ILCPD0000,Chicago PD,2022-03,homicide,36
ILCPD0000,Chicago PD,2023-03,homicide,28
ILCPD0000,Chicago PD,2024-03,homicide,36
ILCPD0000,Chicago PD,2010-04,homicide,46
ILCPD0000,Chicago PD,2011-04,homicide,30
ILCPD0000,Chicago PD,2012-04,homicide,41
ILCPD0000,Chicago PD,2013-04,homicide,24
ILCPD0000,Chicago PD,2014-04,homicide,35
